OGC_FID,GEOMETRY,id,name,beschr,datierung,quelle,bz,ez,klassen,typ,lageq,zs1,zs2,zs3,zs4,bewertung,chronocode,texte,plan,ag,nuts3,nuts0,nr_ag,x,y
0,,5,"Saal, Lkr. Vorpommern-Rügen (Mecklenburg-Vorpommern) ",,Jungbronzezeit,"Dräger 2014, Nr. 5",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,729696.977978,6019700.555540
1,,6,"Stubnitz 3, Lkr. Vorpommern-Rügen (Mecklenburg-Vorpommern) ",,Jungbronzezeit,"Dräger 2014, Nr. 6
",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,802545.923270,6051974.392274
2,,4,"Willershusen, Lkr. Vorpommern-Rügen (Mecklenburg-Vorpommern)
",,Jungbronzezeit,"Dräger  2014, Nr. 4",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,775429.209490,6004381.255827
3,,58,"Lubin, pow. Kamieński (woj. Zachodniopomorskie)
",,Ha C/D,"Dräger 2014, Nr. 58;  Wesolowski 1996; Koepke 1995, Nr. 36",0,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,858461.839978,5984215.119907
4,,1,"Garz, Lkr. Vorpommern-Greifswald (Mecklenburg-Vorpommern)
",,Früheisenzeit,"Dräger 2014, Nr. 1",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,842409.244239,5983561.415413
5,,2,"Basedow, Lkr. Mecklenburgische Seenplatte
(Mecklenburg-Vorpommern)
",,Früheisenzeit,"Dräger 2014, Nr. 2",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,741646.511380,5955601.059940
6,,3,"Kratzeburg, Lkr. Mecklenburgische Seenplatte
(Mecklenburg-Vorpommern)
",,Jungbronzezeit,"Dräger 2014, Nr. 3",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,762866.014775,5929490.438018
7,,7,"Gühlen-Glienicke, Lkr. Ostprignitz-Ruppin (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 7",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,758498.115637,5880385.266071
8,,59,"Swobnica, pow. Gryfiński (woj. Zachodniopomorskie)
",,Jungbronzezeit,"Dräger 2014, Nr. 59; Koepke 1995, Nr. 65",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,881070.863347,5924362.105605
9,,57,"Kamieniec, pow. Policki (woj. Zachodniopomorskie)
",,Früheisenzeit,"Dräger 2014, Nr. 57; Koepke 1995, Nr. 24",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,846996.878065,5903948.399485
10,,56,"Cedynia, pow. Gryfiński (woj. Zachodniopomorskie)
",,Ha C/D,"Dräger 2014, Nr. 56; Wesolowski 1996; Koepke 1995, Nr. 9",0,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,851893.902020,5870677.997326
11,,60,"Myślibórz, pow. Myślibórz (woj. Zachodniopomorskie)
",,Ha C/D,"Dräger 2014, Nr. 60; Wesolowski 1996; Prahistoria ziem polskich IV, Nr. 183",0,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,912187.972391,5871516.352619
12,,8,"Görne, Lkr. Havelland (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 8",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,733451.061133,5844642.902117
13,,9,"Potsdam-Sacrow (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 9; Koepke 1995, Nr. 56",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,781895.206028,5826952.571956
14,,11,"Schlalach, Lkr. Potsdam-Mittelmark (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 11",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,760304.450414,5791504.812237
15,,10,"Belzig, Lkr. Potsdam-Mittelmark (Brandenburg)
",,Früheisenzeit,"Dräger 2014, Nr. 10; Koepke 1995, Nr. 3",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,728803.370120,5782584.265789
16,,12,"Krakau, Lkr. Wittenberg (Sachsen-Anhalt)
",,Früheisenzeit,"Dräger 2014, Nr. 12; Koepke 1995, Nr. 30",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,720149.931635,5760145.125094
17,,53,"Lebus, Lkr. Märkisch-Oderland (Brandenburg)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 53; Koepke 1995, Nr. 33",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,876236.447338,5822885.195718
18,,52,"Lossow, OT Frankfurt an der Oder (Brandenburg)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 52; Koepke 1995, Nr. 34",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,879784.742964,5807652.015342
19,,13,"Dingelstedt, Lkr. Harz (Sachsen-Anhalt)
",,Früheisenzeit,"Dräger 2014, Nr. 13; Koepke 1995, Nr. 55",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,633935.135876,5759338.327740
20,,14,"Queste, Lkr. Mansfeld-Südharz (Sachsen-Anhalt)
",,Jungbronzezeit,"Dräger 2014, Nr. 14",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,608318.354467,5723606.751460
21,,15,"Arnsberg, Lkr, Mansfeld-Südharz (Sachsen-Anhalt)
",,Jungbronzezeit,"Dräger 2014, Nr. 15; Koepke 1995, Nr. 54",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,618688.973796,5725160.782324
22,,16,"Kyffhäuser, Kyffhäuserkreis (Thüringen)
",,Früheisenzeit,"Dräger 2014, Nr. 16; Koepke 1995, Nr. 32",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,623137.967884,5713627.723094
23,,17,"Kohnstein, Lkr. Nordhausen (Thüringen)
",,Jungbronzezeit,"Dräger 2014, Nr. 17
",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,631540.852813,5670918.598521
24,,18,"Sachsenburg, Lkr. Kyffhäuserkreis (Thüringen)
",,Jungbronzezeit,"Dräger 2014, Nr. 18",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,649393.498639,5675179.417707
25,,19,"Großer und Kleiner Gleichberg bei Römhild, Lkr. Hildburg-
hausen (Thüringen)
",,Jungbronzezeit,"Dräger 2014, Nr. 19; Koepke 1995, Nr. 26",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,0,,,0,607005.912712,5594036.824274
26,,20,"Oberpreilipp, Lkr. Saalfeld-Rudolstadt (Thüringen)
",,Jungbronzezeit,"Dräger 2014, Nr. 20; Koepke 1995, Nr. 43",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,672580.135357,5614054.226504
27,,22,"Kahla-Löbschütz, Saale-Holzland-Kreis (Thüringen)
",,Jungbronzezeit,"Dräger 2014, Nr. 22",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,674458.443756,5625410.582531
28,,21,"Öpitz, Saale-Orla-Kreis (Thüringen)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 21; Peschel 1999, Nr. 23",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,687387.113385,5612987.690336
29,,24,"Jena-Lobeda (Thüringen)
",,Jungbronzezeit,"Dräger 2014, Nr. 24; Peschel 1999, Nr. 19; Koepke 1995, Nr. 21",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,686025.977134,5634516.589968
30,,25,"Jenzig bei Jena (Thüringen)
",,Jungbronzezeit,"Dräger 2014, Nr. 25; Peschel 1999, Nr. 16; Koepke 1995, Nr. 22",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,686697.961347,5640123.495259
31,,23,"Pöhl, Lkr. Vogtlandkreis (Sachsen)
",,"Früheisenzeit; Ha A2/B1, Ha C1, Ha D3/Lt A","Dräger 2014, Nr. 23; Jockenhövel u. Simon 1999, Nr. 12",0,3,Lausitzer Burg,,1,0.000000,3.000000,3.000000,0.000000,3,0,,,1,,,1,725921.376779,5607687.546737
32,,113,"Okrouhlé Hradiště, okr. Tachov (Plzeňský kraj)
",,Jungbronzezeit,"Dräger 2014, Nr. 113",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,0,,,0,760937.444495,5560956.344881
34,,62,"Krosno Odrzańskie, pow. Krośnieński (woj. Lubuskie)
",,Früheisenzeit,"Dräger 2014, Nr. 62; Koepke 1995, Nr. 31",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,916281.261112,5780232.193084
36,,54,"Burg, Lkr. Spree-Neiße (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 54; Koepke 1995, Nr. 8",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,859050.051367,5759353.930605
37,,55,"Lübbenau, Lkr. Oberspreewald-Lausitz (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 55; Koepke 1995, Nr. 35",3,0,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,850514.622546,5760753.544256
38,,31,"Zützen, Lkr. Dahme-Spreewald (Brandenburg)
",,Früheisenzeit,"Dräger 2014, Nr. 31; Koepke 1995, Nr. 70",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,808198.924243,5771984.791056
39,,32,"Goßmar, Lkr. Dahme-Spreewald (Brandenburg)
",,Früheisenzeit,"Dräger 2014, Nr. 32; Koepke 1995, Nr. 16",0,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,809644.528796,5762987.107250
40,,33,"Schlieben-Malitzschkendorf, Lkr. Elbe-Elster (Brandenburg)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 33",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,795650.663758,5754116.761023
41,,29,"Gerbisbach, Lkr. Wittenberg (Sachsen-Anhalt)
",,Jungbronzezeit,"Dräger 2014, Nr. 29; Koepke 1995, Nr. 15",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,773359.296934,5743863.226800
42,,34,"Schönewalde, Lkr. Elbe-Elster (Brandenburg)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 34; Koepke 1995, Nr. 58",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,799995.374666,5743956.810679
43,,30,"Falkenberg, Lkr. Elbe-Elster (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 30; Koepke 1995, Nr. 13",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,788836.063151,5726208.561244
44,,26,"Hohburg, Lkr. Leipzig (Sachsen)
",,Früheisenzeit; ältere Latènezeit; 360+−50 BC,"Dräger 2014, Nr. 26; Jockenhövel u. Simon 1999, Nr. 9",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,765383.260491,5706064.324144
45,,35,"Oschätzchen, Lkr. Elbe-Elster (Brandenburg)
",,Jungbronzezeit,"Dräger 2014, Nr. 35; Koepke 1995, Nr. 29",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,802871.408983,5717546.233868
46,,48,"Senftenberg, Lkr. Oberspreewald-Lausitz (Brandenburg)
",,Früheisenzeit,"Dräger 2014, Nr. 48; Koepke 1995, Nr. 61",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,855641.465387,5715570.708201
47,,36,"Seußlitz, Lkr. Meißen (Sachsen)
",,"Jungbronzezeit; Ha A1-Ha B1, HaD2/3-LtA, SLT?","Dräger 2014, Nr. 36/44; Jockenhövel u. Simon 1999, Nr. 6",3,2,Lausitzer Burg,,1,0.000000,3.000000,2.000000,1.000000,3,0,,,1,,,1,810073.774206,5687192.098575
48,,37,"Sörnewitz, Lkr. Meißen (Sachsen)
",,Jungbronzezeit,"Dräger 2014, Nr. 37",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,815651.936023,5681426.671916
49,,38,"Diesbar (Löbsal, Lkr. Meißen (Sachsen)
",,"Früheisenzeit, Bz A2, ha A-Ha D/Lt A, bes. Ha B-Ha C","Dräger 2014, Nr. 38; Jockenhövel u. Simon 1999, Nr. 5; Koepke 1995, Nr. 10",3,3,Lausitzer Burg,,1,3.000000,3.000000,3.000000,0.000000,3,0,,,1,,,1,810348.251541,5684263.112294
50,,28,"Göhrisch, Lkr. Sächsische Schweiz-Osterzgebirge (Sachsen)
",,Jungbronzezeit,"Dräger 2014, Nr. 28",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,802587.500522,5678253.954557
51,,27,"Westewitz, Lkr. Mittelsachsen (Sachsen)
",,Jungbronzezeit,"Dräger 2014, Nr. 27",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,786738.925581,5674854.244723
52,,39,"Dresden-Coschütz (Sachsen), Heidenschanze",,Jungbronzezeit; Mittelbronzezeit bis Ha D-Lt A,"Dräger 2014, Nr. 39; Jockenhövel u. Simon 1999, Nr. 3; Koepke 1995, Nr. 11,",3,3,Lausitzer Burg,,1,2.000000,3.000000,3.000000,0.000000,3,0,,,1,,,1,830542.190699,5660396.143434
53,,40,"Seifersdorf, Lkr. Bautzen (Sachsen)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 40; Koepke 1995, Nr. 60",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,849666.933415,5677195.078522
55,,45,"Ostro, Lkr. Bautzen (Sachsen)",,"Früheisenzeit, Ende Lausitzer Kultur","Dräger 2014, Nr. 45; Koepke 1995, Nr. 46",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,870245.876713,5691509.023220
56,,46,"Biehla, Lkr. Lkr. Bautzen (Sachsen)
",Sumpfringwall,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 46; Koepke 1995, Nr. 4",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,859516.518188,5702557.866696
57,,65,"Wicina, pow. Żarski (woj. Lubuskie)
",,Jungbronzezeit,"Dräger 2014, Nr. 65; Koepke 1995, Nr. 67",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,908572.975128,5729047.787236
58,,51,"Podrosche, Lkr. Görlitz (Sachsen)
",,"Früheisenzeit, Ende Lausitzer Kultur/Billendorf","Dräger 2014, Nr. 51; Koepke 1995, Nr. 50",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,906061.570960,5716907.241524
59,,50,"Nieder-Neundorf, Lkr. Görlitz (Sachsen)
",,"Früheisenzeit, Ende Lausitzer Kultur / Billendorf","Dräger 2014, Nr. 50; Koepke 1995, Nr. 41",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,910110.388985,5701795.787774
60,,49,"Biesnitz, Landeskrone, Lkr. Görlitz (Sachsen)
",,Früheisenzeit,"Dräger 2014, Nr. 49; Koepke 1995, Nr. 18",0,3,Lausitzer Burg,,3,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,914147.473781,5680923.687045
61,,43,"Löbau, Lkr. Görlitz (Sachsen)
",,Jungbronzezeit,"Dräger 2014, Nr. 43",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,898676.558264,5669973.678653
62,,42,"Oybin, Lkr. Görlitz (Sachsen)
",,"Jungbronzezeit, ab Per. V","Dräger 2014, Nr. 42; Koepke 1995, Nr. 47",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,897780.028900,5655160.677474
63,,41,"Pfaffendorf, Lkr. Sächsische Schweiz-Osterzgebirge (Sachsen)
",,Jungbronzezeit,"Dräger 2014, Nr. 41",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,855898.424763,5650725.617977
64,,112,"Velké Žernoseky, okr. Litoměřice (Ústecký kraj)
",,Jungbronzezeit,"Dräger 2014, Nr. 112",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,862725.837180,5611608.576468
65,,109,"Mužsky-Hrada/ Mnichovo Hradiště, okr. Mladá Boleslav
(Středočeský kraj)
",,Jungbronzezeit,"Dräger 2014, Nr. 109",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,898336.991504,5613795.215024
66,,110,"Mladá Boleslav (Středočeský kraj)
",,Jungbronzezeit,"Dräger 2014, Nr. 110",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,904989.273903,5600998.544592
67,,111,"Pískové Lhotě, okr. Mladá Boleslav (Středočeský kraj)
",,Früheisenzeit,"Dräger 2014, Nr. 111",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,896298.957046,5586959.863212
68,,47,"Kleinsaubernitz, Lkr. Bautzen (Sachsen)
",,"Jungbronzezeit, Ende Lausitzer Kultur","Dräger 2014, Nr. 47; Koepke 1995, Nr. 27",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,873570.918967,5702307.551058
69,,63,"Pław, pow. Krośnieński (woj. Lubuskie)
",,Früheisenzeit,"Dräger 2014, Nr. 63; Koepke 1995, Nr. 49",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,931738.843686,5780108.351190
70,,61,"Komorowo, pow. Szamotulskim (woj. Wielkopolskie)
",,"Früheisenzeit, Periode V / Ha C","Dräger 2014, Nr. 61; Harding 2004, Nr. 1; Malinowski 1954, Nr. 9",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1007144.539151,5845267.929138
71,,82,"Słupca, pow. Słupecki (woj. Wielkopolskie)
",,"Früheisenzeit, Periode V / Ha C","Dräger 2014, Nr. 82; Harding 2004, Nr. 12; Malinowski 1954, Nr. 24",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1104814.777511,5831210.581428
72,,67,"Przemęt, pow. Wolsztyński (woj. Wielkopolskie)
",,Jungbronzezeit u. Früheisenzeit; Per. V-Ha,"Dräger 2014, Nr. 67; Malinowskii Nr. 19",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,996446.413444,5787578.458695
73,,66,"Dalków, pow. Głogowski (woj. Dolnośląskie)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 66",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,992405.452452,5742977.731824
74,,68,"Kędzie, pow. Trzebnicki (woj. Dolnośląskie)
",,Früheisenzeit,"Dräger 2014, Nr. 68",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1027002.407319,5732476.899651
75,,69,"Pudliszki, pow. Gostyński (woj. Wielkopolskie)
",,Früheisenzeit; Per. IV-Ha D,"Dräger 2014, Nr. 69; Mallinowski Nr. 20",0,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,1055219.037497,5731286.002752
76,,80,"Podzamcze, pow. Wieruszowski (woj. Łódzkie)
",,Früheisenzeit,"Dräger 2014, Nr. 80",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1117101.703261,5739902.326363
77,,81,"Grodzisko, pow. Jarociński (woj. Wielkopolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 81; Malinowski 1954, Nr. 5",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1063229.564184,5787493.306435
78,,76,"Niemcza, pow. Dzierżoniowski (woj. Dolnośląskie)
",,Jungbronzezeit u. Früheisenzeit; Per. V Ha B,"Dräger 2014, Nr. 76; Gediga1982",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,1040222.987208,5656945.200722
79,,74,"Mierczyce, pow. Jaworski (woj. Dolnośląskie)
",,Früheisenzeit,"Dräger 2014, Nr. 74",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1012933.299862,5689855.902636
80,,72,"Krajewo, pow. Legnicki (woj. Dolnośląskie)
",,Früheisenzeit,"Dräger 2014, Nr. 72",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1001250.284174,5695222.827735
81,,71,"Kunice, pow. Legnicki (woj. Dolnośląskie)
",,Früheisenzeit,"Dräger 2014, Nr. 71",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1014867.184680,5700555.704604
82,,73,"Grzybiany, pow. Legnicki (woj. Dolnośląskie)
",,Früheisenzeit,"Dräger 2014, Nr. 73",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1020909.854190,5695428.981909
83,,75,"Strzegom, pow. Świdnicki (woj. Dolnośląskie)
",,Früheisenzeit,"Dräger 2014, Nr. 75",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1022992.516062,5687165.932946
84,,77,"Slęża, pow. Wrocławski (woj. Dolnośląskie)
",,Jungbronzezeit,"Dräger 2014, Nr. 77",3,0,Lausitzer Burg,,1,0.000000,3.000000,0.000000,0.000000,3,0,,,1,,,1,1045976.356438,5689751.436687
85,,70,"Moczydlnica Klasztorna, pow. Wołowski (woj. Dolnośląskie)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 70",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,1024015.953205,5716420.729378
86,,79,"Wrocław-Osobowice (woj. Dolnośląskie)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 79",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,1054900.524352,5709290.423878
87,,78,"Wrocław-Osobowice (woj. Dolnośląskie)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 78",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,1,,,1,1060760.316908,5702764.696061
88,,105,"Pomorzowice, pow. Głubczyce (woj. Opolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 105",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1114599.827415,5572270.384780
89,,106,"Strzelniki, pow. Brzeski (woj. Opolskie)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 106",3,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,3,0,,,0,,,0,1122895.368240,5582789.074522
90,,107,"Łubowice, pow. Racibórski (woj. Śląskie)
",,Früheisenzeit,"Dräger 2014, Nr. 107",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,0,,,0,1155065.582729,5567796.449189
91,,108,"Strzelniki, pow. Brzeski (woj. Opolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 108",0,3,Lausitzer Burg,,1,0.000000,0.000000,3.000000,0.000000,3,0,,,1,,,1,1125108.444211,5607591.408321
92,,83,"Tarnowa, pow. Koniński (woj. Wielkopolskie)
",,Früheisenzeit,"Dräger 2014, Nr. 83; Harding 2004, Nr. 13; Malinowski 1954, Nr. 29",0,3,Lausitzer Burg,,1,0.000000,3.000000,1.000000,0.000000,3,0,,,1,,,1,1092193.886005,5813529.734776
