OGC_FID,GEOMETRY,id,name,beschr,datierung,quelle,bz,ez,klassen,typ,lageq,zs1,zs2,zs3,zs4,bewertung,chronocode,texte,plan,ag,nuts3,nuts0,nr_ag,x,y
439,,,"Arnstadt, Alteburg",Abschnittsbefestigung mit Vorwall,SHA/FLT,"Peschel 1999, Nr. 1",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,638205.640128,5633524.035245
440,,,"Steinbach-Hallenberg, Hallenburg","Mittelalterburg mit Ha-Keramik, ohne gesicherte Ha-Befestigung.",SHA,"Peschel 1999, Nr. 35",0,1,,,1,0.000000,0.000000,1.000000,0.000000,1,,,,1,,,1,607973.964772,5618179.169724
441,,,"Wohlmuthausen, Diesburg",Ringwall mit Tangentialtoor,FLT,"Peschel 1999, Nr. 40",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,586903.403160,5605124.582638
442,,,"Vacha, Öschenberg",,"SHA, MLT","Peschel 1999, Nr. 37",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,574764.927449,5630317.645435
443,,,"Vogelsberg, Clausberg",,SHA/FLT-MLT,"Peschel 1999, Nr. 39",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,653779.533493,5666733.072568
444,,,"Quedlinburg, Schloßberg",,Ha/FLT,"Peschel 1999, Nr. 27",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,644790.190631,5745919.449495
445,,,"Pansfelde, Bartenberg",,SHA-FLT,"Peschel 1999, Nr. 26",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,656470.610655,5732864.862409
446,,,"Halberstadt, Klusberge/Die Klus","Felsplateau, keine Angaben zur Befestigung",SHA/FLT,"Peschel 1999, Nr. 12",0,3,,,1,0.000000,0.000000,3.000000,0.000000,1,,,,1,,,1,641125.745134,5756912.785988
447,,,"Ballenstedt, Kleiner Gegenstein",,SHA/FLT,"Peschel 1999, Nr. 3",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,656699.638499,5738361.530656
448,,,"Untermhaus, Hainberg/Schloß Osterstein",,eher SHA als FLT,"Peschel 1999, Nr. 36",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,718079.100585,5627053.998663
449,,,"Oettern, Otternburg",,SHA/FLT,"Peschel 1999, Nr. 24",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,666318.807930,5638505.390844
450,,,"Hetschburg, Heidingsburg",,SHA/FLT,"Peschel 1999, Nr. 15",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,662883.390276,5635757.056720
451,,,"Questenberg, Die Queste",,SHA/FLT-MLT,"Peschel 1999, Nr. 28",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,650515.886722,5706526.660395
452,,,"Niedersachswerfen, Kohnsteinkopf",,SHA/FLT,"Peschel 1999, Nr. 21",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,620971.294896,5717978.052575
453,,,"Haynrode, Hasenburg",,SHA/FLT,"Peschel 1999, Nr. 14",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,600358.788972,5709045.966674
454,,,"Hainrode, Webelsburg",,SHA,"Peschel 1999, Nr. 11",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,617535.877242,5701259.019992
455,,,"Schnellmannshausen, hüneburg am Heldrastein",,SHA/FLT,"Peschel 1999, Nr. 33",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,585758.263942,5663412.168836
456,,,"Lauchröden, Brandenburg",,SHA/FLT,"Peschel 1999, Nr. 18",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,582265.589327,5650300.324789
457,,,"Beichlingen, Monraburg",,eher SHA als FLT,"Peschel 1999, Nr. 4",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,661337.452332,5676008.700234
458,,,"Schallenburg, Schallenburg",,SHA,"Peschel 1999, Nr. 32",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,645076.475436,5666389.530803
459,,,"Ranis, Burgberg",,SHA-FLT,"Peschel 1999, Nr. 29",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,684984.577184,5608044.687644
460,,,"Obernitz, Gleitsch",,SHA/FLT-MLT,"Peschel 1999, Nr. 22",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,672044.504021,5603922.186459
461,,,"Steinroda, Dohlenstein",,SHA(∕FLT),"Peschel 1999, Nr. 34",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,685557.146793,5623160.525322
462,,,"Graitschen bei Bürgel, Alter Gleisberg",,FLT-MLT,"Peschel 1999, Nr. 10",0,3,,,1,0.000000,0.000000,3.000000,0.000000,3,,,,1,,,1,693916.663085,5641940.808498
463,,,"Kühren/Burkartshain-Oelschütz, Sonnenmühlwall",,"UK und Lt Funde, eher jüngere Latènezeit","Jockenhövel u. Simon 1999, Nr. 11",2,2,,,1,0.000000,2.000000,2.000000,1.000000,2,,,,1,,,1,763196.467421,5684813.101102
464,,,"Meißen, Burgberg",,"Ha A-HaD2/3/Lt A, Lt D","Jockenhövel u. Simon 1999, Nr. 4",3,3,,,1,0.000000,3.000000,3.000000,3.000000,3,,,,1,,,1,815575.513512,5674035.996486
465,,,"Riesa-Poppitz, Burgberg",,"Ha A- Ha C, überwiegend Ha D-Lt A","Jockenhövel u. Simon 1999, Nr. 7",2,3,,,1,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,800394.860773,5690723.126214
466,,,"Oschatz-Rosenthal, Schwedenschanze",,"Ha D/Lt A, wenig UK bis Ha C","Jockenhövel u. Simon 1999, Nr. 10",2,3,,,1,0.000000,2.000000,3.000000,0.000000,3,,,,1,,,1,788806.576240,5691881.954667
467,,,"Elsnig, Kesselberg",,Ha B-Ha C(Ha D/Lt A),"Jockenhövel u. Simon 1999, Nr. 8",3,2,,,1,0.000000,3.000000,2.000000,0.000000,3,,,,1,,,1,772817.907304,5726250.559018
468,,,"Dohna, Burgber/Schlossberg",,"Bz A2-B, Ha B1, Ha B3, wenig Ha D-Lt A","Jockenhövel u. Simon 1999, Nr. 2",3,1,,,1,3.000000,3.000000,1.000000,0.000000,3,,,,1,,,1,844498.611115,5654892.736405
469,,,"Poschendorf-Wlatersdorf, Lilienstein",,"BZ-Lt, nur UK gesichert","Jockenhövel u. Simon 1999, Nr. 1",3,2,,,1,1.000000,3.000000,1.000000,0.000000,3,,,,1,,,1,859174.841515,5656367.109442
487,,,Wodzisko,,Periode V / Ha C,"Malinowski 1954, Nr. 32; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1088494.848971,5814308.369626
486,,,Kownaty,,Periode V / Ha C,"Malinowski 1954, Nr. 11; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1117542.366051,5856851.414552
485,,,Wilczyn,,Periode V / Ha C,"Malinowski 1954, Nr. 31; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1135279.345506,5856337.299206
484,,,Kopiec,,Periode V / Ha C,"Malinowski 1954, Br, 10; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1060861.149094,5892582.431137
483,,,unverivizierte Anlage ohne nähere Angaben,,Periode V / Ha C,"Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,1,,,,1,,,1,1120627.058130,5879601.018637
482,,,Szarlej,,Periode V / Ha C,"Malinowski 1954, Nr. 27; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1124354.394392,5883328.354899
481,,,Stodolno,,Periode V / Ha C,"Malinowski 1954, Nr, 26; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1115228.846991,5881657.480023
480,,,Kołuda Wielka,,Periode V / Ha C,"Malinowski 1954, Nr. 8; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1118570.596744,5886670.104652
479,,,unverivizierte Anlage ohne nähere Angaben,,Periode V / Ha C,"Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,1,,,,1,,,1,1079369.301569,5877158.970741
478,,,unverivizierte Anlage ohne nähere Angaben,,Periode V / Ha C,"Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,1,,,,1,,,1,1069215.523475,5833073.579774
477,,,Radzim,,Periode V / Ha C,"Malinowski 1954, Nr. 22; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1038497.131519,5874845.451681
476,,,Dakowy Mokre,,Periode V / Ha C,"Malinowski 1954, Nr. 3; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1028343.353425,5843998.530889
475,,,Pawłowice,,Periode V / Ha C,"Malinowski 1954, Nr. 17; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1038111.545009,5859293.462448
474,,,Ostroróg,,Periode V / Ha C,"Malinowski 1954, Nr. 15; Harding 2004, o. Nr. ",0,3,Lausitzer Burg,,1,0.000000,1.000000,1.000000,0.000000,2,,,,1,,,1,1002509.057261,5856465.828042
473,,10,Świetne,,Periode V / Ha C,"Harding 2004, Nr. 10",0,3,Lausitzer Burg,,1,0.000000,3.000000,1.000000,0.000000,3,,,,1,,,1,1114971.789318,5854537.895493
472,,9,Ostrowite Trzemeszeńskie,,Periode V / Ha C,"Harding 2004, Nr. 9",0,3,Lausitzer Burg,,1,0.000000,3.000000,1.000000,0.000000,3,,,,1,,,1,1101347.732634,5857879.645245
471,,14,Bnin,,Periode V / Ha C,"Harding 2004, Nr. 14; Malinowski 1954, Nr. 2",0,3,Lausitzer Burg,,1,0.000000,3.000000,1.000000,0.000000,3,,,,1,,,1,1051350.015183,5818292.763561
470,,2,Objezierze,,Periode V / Ha C,"Harding 2004, Nr. 2",0,3,Lausitzer Burg,,1,0.000000,3.000000,1.000000,0.000000,3,,,,1,,,1,1023973.372979,5857237.001062
488,,,"Polanowice (ehem. Niemitzsch), Woj. Zielona Göra",,Ha D,"Mierzwinski 1996, Karte 6; Koepke 1995, Nr. 51",0,3,,,1,0.000000,3.000000,2.000000,0.000000,2,,,,1,,,1,890946.027060,5764053.594501
489,,64,"Starosiedle (ehem. Starzeddel), Woj. Zielona Göra",,Ha D,"Dräger 2014, Nr. 64; Mierzwinski 1996, Karte 6; Koepke 1995, Nr. 63",0,3,Lausitzer Burg,,1,0.000000,3.000000,2.000000,0.000000,2,,,,1,,,1,894416.305649,5754413.931753
490,,,Anlage ohne nähere Angaben,,Ha C/D,"Mierzwinski 1996, Karte 5/6",0,3,,,1,0.000000,3.000000,2.000000,0.000000,2,,,,1,,,1,918836.784610,5751971.883857
491,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,923335.293892,5737448.125317
504,,,Anlage ohne nähere Angaben,,,"Mierzwinski 1996, Karte 5∕6",0,0,,1,1,0.000000,0.000000,0.000000,0.000000,2,,,,1,,,1,986571.481518,5753257.172223
493,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,973590.069017,5742974.865292
494,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,962408.060230,5748501.605268
495,,,Anlage ohne nähere Angaben,,Ha C/D,"Mierzwinski 1996, Karte 5∕6",0,3,,,1,0.000000,3.000000,2.000000,0.000000,2,,,,1,,,1,956495.733745,5750043.951307
496,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,962022.473720,5766881.228907
497,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,918451.198100,5782818.804650
498,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,925391.755279,5778448.824204
499,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,922435.592036,5793486.698090
500,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,908425.948843,5791173.179031
501,,,Anlage ohne nähere Angaben,,Ha C,"Mierzwinski 1996, Karte 5; Prahistoria ziem polskich IV, Nr. 214",0,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,964335.992780,5826004.493759
502,,,Anlage ohne nähere Angaben,,Periode 5; Ha C,"Mierzwinski 1996, Karte 4/5",2,3,,,1,0.000000,3.000000,1.000000,0.000000,2,,,,1,,,1,897629.526565,5827675.368636
503,,,Anlage ohne nähere Angaben,,Periode V,"Mierzwinski 1996, Karte 4",2,3,,,1,0.000000,3.000000,0.000000,0.000000,2,,,,1,,,1,943642.850081,5786931.727422
537,,,"Kargowa, woj. zielonogórskie",,,"Prahistoria ziem polskich IV, Nr. 138",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,965878.338819,5812380.437076
535,,,"Gzin, woj. toruńskie",,,"Prahistoria ziem polskich IV, Nr. 118",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1122169.404170,5940395.158366
534,,,"Slup, Mlyn, woj. toruńskie",,,"Prahistoria ziem polskich IV, Nr. 222",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1159956.882141,5975097.944258
533,,,"Baldram, woj. elblaskie",,,"Prahistoria ziem polskich IV, Nr. 89",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1158928.651448,6007230.153417
532,,,"Szczecinek, woj. koszalińskie",,,"Prahistoria ziem polskich IV, Nr. 237",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1010092.258622,5971499.136832
530,,,"Swobnica, woj. szcezecińskie",,,"Prahistoria ziem polskich IV, Nr. 233",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,880278.133619,5894381.834850
529,,,"Uvalno-Selenburk, okr. Bruntal",,,"Prahistoria ziem polskich IV, Nr. 246",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1133479.941794,5575373.262318
528,,,"Hrádec, okr. Opava",,,"Prahistoria ziem polskich IV, Nr. 121",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1137335.806893,5558150.398209
527,,,"Starosiedle, woj. zielonogórskie",,,"Prahistoria ziem polskich IV, Nr. 128",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1244528.856648,5617273.663061
526,,,"Tyniec, woj. krakowskie",,,"Prahistoria ziem polskich IV, Nr. 245",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1274347.546747,5591053.780388
525,,99,"Zawada Lanckorońska, pow. Tarnowski (woj. Małopolskie)
",,Jungbronzezeit u. Früheisenzeit,"Dräger 2014, Nr. 99; Prahistoria ziem polskich IV, Nr. 259",2,3,Lausitzer Burg,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1301081.544768,5597994.337566
524,,,"Skrben, okr. Olomouc",,,"Prahistoria ziem polskich IV, Nr. 221",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1093636.002436,5530131.111822
523,,,"Boskovice, okr. Blansko",,,"Prahistoria ziem polskich IV, Nr. 100",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1062017.908624,5497998.902663
522,,,"Hradisko, okr Uheské",,,"Prahistoria ziem polskich IV, Nr. 124",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1118056.481397,5501597.710088
521,,,"Bratrejov-Klástor, okr. Gottvaldow",,,"Prahistoria ziem polskich IV, Nr. 101",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1137335.806893,5511108.843999
520,,,"Chvalcov-Hostýn, okr Kromeriz",,,"Prahistoria ziem polskich IV, Nr. 106",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1166126.266299,5493371.864544
519,,,"Istebne-Hrádok, ok. Dolny Kubin",,,"Prahistoria ziem polskich IV, Nr. 126",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1244014.741301,5501854.767762
518,,,Mnich k. Ruzomberku,,,"Prahistoria ziem polskich IV, Nr. 177",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1254297.048232,5494143.037563
515,,,"Tupá skála, okr. Dolný Kubin",,,"Prahistoria ziem polskich IV, Nr. 244",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1258667.028678,5503911.229148
516,,,"Biel, okr. Dolný Kubin",,,"Prahistoria ziem polskich IV, Nr. 94",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1271262.854668,5513679.420732
517,,,xxxx unlesbar,,,"Prahistoria ziem polskich IV, Nr. 197",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1263808.182143,5522419.381624
514,,,Doudleby pod Vamberkiem,,,"Prahistoria ziem polskich IV, Nr. 110",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1029885.699464,5574345.031625
513,,,Nové Mesto n. Metuja,,,"Prahistoria ziem polskich IV, Nr. 187",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1011377.546989,5605191.952418
512,,,"Kamieniec, woj. katowicki",,,"Prahistoria ziem polskich IV, Nr. 133",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1188233.226201,5625499.508606
511,,,"Kurów, woj. sieradzkie",,,"Prahistoria ziem polskich IV, Nr. 158",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1160213.939814,5723181.424450
510,,,"Konopnica, woj. sieradzkie",,,"Prahistoria ziem polskich IV, Nr. 146",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1181549.726696,5727037.289549
509,,,"Szczawno-Topiel, woj. sieradzkie",,,"Prahistoria ziem polskich IV, Nr. 235",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1173580.938824,5738604.884846
508,,,"Strobin, woj. sieradzkie",,,"Prahistoria ziem polskich IV, Nr. 231",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,1150959.863576,5734234.904401
507,,,"Pomorsko, woj, z.",,,"Prahistoria ziem polskich IV, Nr. 204",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,960480.127681,5791558.765541
506,,,"Koberice, okr. Opava",,,"Prahistoria ziem polskich IV, Nr. 142",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1149050.332633,5576225.730681
505,,,"Dneboh-Muzský, okr. Mnichovo, Hradiste",,,"Prahistoria ziem polskich IV, Nr. 108",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,935077.881708,5613098.267916
535,,,"Temeszów, woj. krośnieńskie",,,"Prahistoria ziem polskich IV, Nr. 240",1,2,,,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1444262.668781,5589768.492021
536,,,"Sachsenburg, Lkr. Mittweida",,,"Koepke 1995, Nr. 56",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,778954.283716,5654513.729485
537,,,"Fischendorf, Lkr. Döbel",,,"Koepke 1995, Nr. 14",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,791625.815030,5668492.641013
538,,,"Zschaitz, Lkr. Döbeln",,,"Koepke 1995, Nr. 69",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,794843.981713,5676538.057720
539,,,"Korbitz, Lkr. Meißen",,,"Koepke 1995, Nr. 28",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,821092.153719,5676336.922302
540,,,"Meißen-Siebeneichen, Lkr. Meißen",,Billendorf?,"Koepke 1995, Nr. 39",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,812745.033886,5679253.385859
542,,,"Brohna, Ot. von Radibor, Lkr. Bautzen",,ältere EZ mit älterer offener Siedlung,"Koepke 1995, Nr. 7",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,879320.857136,5693433.432805
543,,,"Wittichenau, Lkr. Hoyerswerda",,,"Koepke 1995, Nr. 68",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,860112.424748,5707613.479751
544,,,"Mehderitzsch, Lkr. Torgau-Oschatz",,,"Koepke 1995, Nr. 38",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,779054.851425,5715156.057913
546,,,"Groß Mehßow, Lkr. Oberspreewald-Lausitz",,,"Koepke 1995, Nr. 17",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,839395.476727,5748041.698703
549,,,"Quenstedt, Lkr. Mansfelder Land",,,"Koepke 1995, Nr. 53",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,674062.163399,5728833.266315
550,,,"Bollersdorf, Lkr. Märkisch-Oderland",,"jüngere, jüngste Bz etwas Billendorf","Koepke 1995, Nr. 6; Buck 1982",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,838389.799639,5843178.751263
551,,,"Stolzenhagen, Lkr. Barnim, 65 Swobnica (ehem. Wildenbruch)",,,"Koepke 1995, Nr. 64",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,842010.237157,5878779.720191
552,,,"Siadlo Dolne (ehem. Niederzahden), Woj. Szczecin",,,"Koepke 1995, Nr. 62",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,861520.372672,5915989.772461
553,,,"Schwennenz, Ot. von Grambow, Lkr. Uecker-Randow",,,"Koepke 1995, Nr. 59",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,857095.393483,5920917.590194
554,,,"Jaromirowice (ehem. Germersdorf), Woj. Zielona Göra",,,"Koepke 1995, Nr. 20",2,2,,,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,895813.961385,5776703.495722
555,,,Rohrbeck Ot. Von Dallgow,,,"Buck 1982, Nr. 17",2,2,,,2,0.000000,2.000000,2.000000,0.000000,2,,,,1,,,1,773474.561882,5828450.614184
556,,,Kiertz,nur Graben um die Siedlung	,,"Breddin 1982, 92, Gedl 1970, Gediga 1982, 181f.",2,2,,1,1,0.000000,2.000000,2.000000,0.000000,2,,,,0,,,0,1420715.354429,5755755.719276
557,,,Jurkowo,,,Harding et al. 2009,0,3,Biskupin Typ	,1,1,0.000000,3.000000,0.000000,0.000000,3,,,,1,,,1,1033932.784580,5789053.282993
558,,,Ewinów,,,"Malinowski 1954, Nr, 4",0,0,,1,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,1170724.576416,5802106.449031
559,,,Topola Wielka,,Ha,"Malinowski 1954, Nr. 30",0,0,,1,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,1125161.359059,5738317.944732
560,,,Śląskowo,,Ha,"Malinowski 1954, Nr. 28",0,0,,1,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,1065449.563681,5744792.717725
561,,,Siemowo,,Ha,"Malinowski 1954, Nr. 23",0,0,,1,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,1046265.051110,5776926.776281
562,,,Powodowo,,,"Malinowski 1954, Nr. 18",0,0,,1,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,981277.514775,5798029.740110
563,,,Łagów,,Ha,"Malinowski 1954, Nr. 14",0,0,,1,1,0.000000,2.000000,2.000000,0.000000,3,,,,1,,,1,926122.041132,5822729.800045
